,text,polarity,favourite_count,retweet_count,created_at,compound,neg,neu,pos,sentiment
1279,“Ridey fellas” - now they’re speaking my language 😍 ,neutral,2,0,2022-02-18 22:34:42+00:00,0.4588,0,0.8,0.2,Positive
1280,"There's a bit in Lucy Sullivan Is Getting Married where Lucy talks about how she loves storms because the outside then matches her insides, and I'd never read anything like it.  ",positive,6,1,2022-02-18 22:32:41+00:00,0.3798,0.057,0.842,0.101,Positive
1281,Love @mariankeyes so much. What a writer and human being. ,positive,10,0,2022-02-18 22:32:33+00:00,0.6369,0,0.704,0.296,Positive
1282,This is your Life  style 😬,neutral,1,0,2022-02-18 22:31:56+00:00,-0.34,0.255,0.745,0,Negative
1283,Did Marian Keyes win some sort of golf thing? Or did I miss something?  ,neutral,1,0,2022-02-18 22:30:59+00:00,0.5514,0.081,0.709,0.211,Positive
1284,I adore this woman! I could listen to @MarianKeyes forever 😍💕  ,positive,7,0,2022-02-18 22:30:26+00:00,0.9041,0,0.573,0.427,Positive
1285,@MarianKeyes is the type of person who donates a signed copy of AgainRachel and other books to a charity event to fund raise for our local women's refuge and rape crisis services in Tipperary for IWD22 thatskindness ,positive,3,0,2022-02-18 22:30:14+00:00,-0.7906,0.189,0.751,0.06,Negative
1286,It’s like Oprah’s book club! Remember that 👀 ,neutral,1,0,2022-02-18 22:29:38+00:00,0.4199,0,0.741,0.259,Positive
1287,"Women are killing it in sport for Ireland at the minute Leona Maguire, Rachel Blackmore, Kelly Harrington.. 💚 Such incredible role models for our young girls 💪🏅",positive,36,0,2022-02-18 22:27:58+00:00,-0.0516,0.117,0.771,0.112,Negative
1288,"So much of Marian's storytelling and books is about how people navigate their place in the world, how they feel about themselves, in the loveliest, funniest, most insightful way. She always helps me feel better.  ",positive,9,0,2022-02-18 22:27:35+00:00,0.8442,0,0.789,0.211,Positive
1289,"If Marion Keys is looking for financial advice,Catriona Carey is only a phone call away!

 ://t.co/JZRUoy3Nua",neutral,7,0,2022-02-18 22:26:51+00:00,0,0,1,0,Neutral
1290,"What meds is she on now after her depression and alcoholism?
 ",negative,0,0,2022-02-18 22:26:34+00:00,-0.5719,0.236,0.764,0,Negative
1291,Don’t forget that Tubs loves the auld tax avoidance with his private company set up to reduce his tax exposure   ://t.co/CgFgVtTdUZ,negative,2,0,2022-02-18 22:26:17+00:00,0.0258,0.163,0.707,0.131,Positive
1292,"This is a brutal watch. I'd rather have Dermot Bannon back on again 
",negative,7,0,2022-02-18 22:26:16+00:00,-0.6249,0.24,0.76,0,Negative
1293,@MarianKeyes is unbelievably entertaining and so refreshing. She's raw &amp; she's real. Love her 👏🏼,positive,12,0,2022-02-18 22:24:53+00:00,0.8122,0,0.697,0.303,Positive
1294,@RobertElms Just mentioned by @MarianKeyes on ,neutral,0,0,2022-02-18 22:24:49+00:00,0,0,1,0,Neutral
1295,"VHI shouldn't exist in a civilized country
 ",neutral,0,0,2022-02-18 22:24:44+00:00,0,0,1,0,Neutral
1296,"Tommy done this interview months ago and not in Tubs cringy butting in way
 ",negative,0,0,2022-02-18 22:23:58+00:00,0,0,1,0,Neutral
1297,"Feels like I've heard this story so many times already, almost verbatim.  ",negative,0,0,2022-02-18 22:23:33+00:00,0.3612,0,0.839,0.161,Positive
1298,"What a genuinely lovely person @MarianKeyes is. She will murder me for saying this, but the tales of her quiet, unadvertised generosity are absolutely legion. She just can't do enough for other people, and she is kindness personified.  ",positive,462,23,2022-02-18 22:23:10+00:00,0.8402,0.057,0.724,0.218,Positive
1299,"Berties Nicky and Tubs both fleecing the TV license payers as FF establishment think they are entitled to
 ",negative,0,0,2022-02-18 22:23:00+00:00,0.6841,0,0.762,0.238,Positive
1300,"Anyone got a spare bag of Heroin!

",negative,12,0,2022-02-18 22:22:45+00:00,-0.5411,0.304,0.696,0,Negative
1301,"Is the entire  gonna be about Marian Keyes. *Asking for a friend.

*not necessarily true",negative,3,0,2022-02-18 22:22:31+00:00,0.2187,0.119,0.717,0.164,Positive
1302,It's baffling how RTE can justify paying Tubs 500k a year for giving us this shite every week  ,negative,35,1,2022-02-18 22:21:55+00:00,0.34,0,0.888,0.112,Positive
1303,"Ah, Marian Keyes is on the . Queen.",positive,15,1,2022-02-18 22:21:41+00:00,0,0,1,0,Neutral
1304, So it's on air about 45 minutes now and Dermot Bannon hasn't been on yet. Surely they can find some vague connection to Keyes ,neutral,0,0,2022-02-18 22:21:27+00:00,0.3612,0.049,0.848,0.102,Positive
1305,"Did she snort and smoke too?
 ",neutral,0,0,2022-02-18 22:21:01+00:00,0,0,1,0,Neutral
1306,"Pass the bucket!

",negative,3,0,2022-02-18 22:20:51+00:00,0,0,1,0,Neutral
1307,"Tubs has been in RTE since he was 12 in the 80s, because of his FF connections
 ",neutral,1,0,2022-02-18 22:20:22+00:00,0.5473,0,0.836,0.164,Positive
1308,"Tubridy is one of the connected, establishment nepotism elites in college she is referring to
 ",negative,0,0,2022-02-18 22:19:09+00:00,0,0,1,0,Neutral
1309,Petition to rename the  to Ryan Tubridy &amp; Friends it’s seems only his pals are on it these days ,neutral,6,0,2022-02-18 22:18:35+00:00,0.4767,0,0.866,0.134,Positive
1310,"MK? You would?
 ",neutral,0,0,2022-02-18 22:17:28+00:00,0,0,1,0,Neutral
1311,"Obsessed with Marian Keyes, she a living legend 😍🥰 ",positive,3,0,2022-02-18 22:17:14+00:00,0.8625,0.065,0.538,0.396,Positive
1312," 

Marian: ""Sorry to bring the mood down
Ryan: ://t.co/701aa0Ysfs",neutral,2,1,2022-02-18 22:16:57+00:00,-0.0772,0.115,0.885,0,Negative
1313,"How about some air time to raise awareness of the Noah Donohue case!

A child murdered in Belfast yet the story is ignored by the main stream media!
 

NoahDonohoe",neutral,80,36,2022-02-18 22:16:48+00:00,-0.8065,0.201,0.799,0,Negative
1314,"Tubs can't interview her like Tommy Tiernan did
 ",negative,1,0,2022-02-18 22:16:29+00:00,-0.2755,0.19,0.81,0,Negative
1315,Love this woman so much. We’re all so lucky to have her! mariankeyes  ://t.co/uMOC9VNN9D,positive,31,1,2022-02-18 22:15:53+00:00,0.8445,0,0.616,0.384,Positive
1316,Night night 😴!! this ‘surprise’ Marian Keyes tribute is beyond cringe 🙈 ,negative,11,0,2022-02-18 22:15:25+00:00,0,0,1,0,Neutral
1317,I want what Marian Keyes is having. ,positive,0,0,2022-02-18 22:15:24+00:00,0.0772,0,0.843,0.157,Positive
1318, if everyone didn’t pay the tv license for 2022 we could end this shite circle jerk,negative,7,0,2022-02-18 22:14:57+00:00,-0.4215,0.202,0.798,0,Negative
1319,This is like pulling teeth Omg ,negative,3,0,2022-02-18 22:10:42+00:00,0.3612,0,0.706,0.294,Positive
1320,"30 million books sold  and she is wearing a Dress for a 50 euro bet.

",negative,3,0,2022-02-18 22:10:26+00:00,0,0,1,0,Neutral
1321,This is just lovely ❤️   ,positive,5,0,2022-02-18 22:10:21+00:00,0.5859,0,0.648,0.352,Positive
1322,"I could listen to Marian Keyes talking for hours 😍😍
 ",positive,31,1,2022-02-18 22:10:15+00:00,0.7184,0,0.739,0.261,Positive
1323,"This one's ""kookie"" schtick gets tiresome after five minutes.  ",negative,7,0,2022-02-18 22:10:14+00:00,0,0,1,0,Neutral
1324,"Lads, is Marian Keyes alright at all there??  🤣🤣",negative,1,0,2022-02-18 22:09:13+00:00,0.8299,0,0.646,0.354,Positive
1325,@MarianKeyes you can't be 58 you look 40  ,positive,2,0,2022-02-18 22:08:35+00:00,0,0,1,0,Neutral
1326,"The Aldi version of This is your life with Marian Keys presented by Tubs😂😂
 ://t.co/mRyObPrn7m",negative,7,1,2022-02-18 22:07:27+00:00,0.7003,0.114,0.659,0.228,Positive
1327,Oh my friends are here… what a surprise…..  ,negative,0,0,2022-02-18 22:07:10+00:00,0.4767,0,0.721,0.279,Positive
1328,So excited to see @MarianKeyes on the ,positive,1,0,2022-02-18 22:06:57+00:00,0.4005,0,0.722,0.278,Positive
1329,"People, I am really worried.  I think I should check Joe Duffy's favourite website, ://t.co/MHms2RZjd1, just to see.  Dermot Bannon is not on the ",negative,0,0,2022-02-18 22:06:15+00:00,-0.3597,0.094,0.906,0,Negative
1330,"Growing up in Monkstown with the Keyes family as our neighbours, I’m already giggling &amp; looking forward to @MarianKeyes on the @RTE. She is just fab

 
",positive,4,0,2022-02-18 22:01:12+00:00,0.7351,0,0.776,0.224,Positive
1331,How can Ryan Tubridy go through a whole interview with @leona_maguire without spending one second discussing her unbelievable performance (4.5 points out of 5) @TheSolheimCup ??? 🙄 @RTE   golf,negative,12,0,2022-02-18 21:59:46+00:00,0.327,0,0.934,0.066,Positive
1332,Always liked @eleanormcevoy and that’s a gorgeous song.Eleanor looks the same as when. I saw her in the Olympia many many years ago  ,positive,5,0,2022-02-18 21:59:04+00:00,0.7783,0,0.772,0.228,Positive
1333,You’d pay the licence fee just to listen to @eleanormcevoy  😍,positive,10,0,2022-02-18 21:58:31+00:00,0.3818,0.08,0.747,0.172,Positive
1334,"If you enjoyed that Leona Maguire interview, I would highly recommend listening to this in-depth interview that she did on the @NoLayingUp podcast, where Leona talks about her Solheim Cup win and her unique path to the LPGA Tour.   ://t.co/TztGotKY8I",positive,5,0,2022-02-18 21:58:14+00:00,0.8718,0,0.798,0.202,Positive
1335,Does rte employ the singers from a womans heart ffs they have been stealing a living for nearly 30years ,negative,1,0,2022-02-18 21:57:19+00:00,-0.5106,0.261,0.592,0.146,Negative
1336,🏌🏻‍♀️”It’s been a team game!” says @Leona_Maguire on The  describing her family’s support over the years that helped propel her towards the world class athlete and incredibly positive &amp; humble role model she has become. Leona has made Cavan and Irish people very proud. ://t.co/vuSXZggAvi,positive,89,6,2022-02-18 21:57:17+00:00,0.8828,0,0.827,0.173,Positive
1337,Leona Maguire didn’t want to know the score or see an LPGA Drive On leaderboard. She just wanted to focus on what she could control. A lesson there for everyone!!  CantSeeCantBe,positive,17,2,2022-02-18 21:56:55+00:00,0.2225,0,0.943,0.057,Positive
1338,Is Eleanor McEvoy very very small or is that a really big guitar? 🤔,neutral,2,0,2022-02-18 21:56:47+00:00,0,0,1,0,Neutral
1339,I’d imagine this would make great background music at a dinner party  ,positive,0,0,2022-02-18 21:56:25+00:00,0.7783,0,0.638,0.362,Positive
1340,Is that Tim Wheeler ash playing piano accordion behind Eleanor McEvoy?  ,neutral,0,0,2022-02-18 21:56:24+00:00,0.2023,0,0.859,0.141,Positive
1341,@eleanormcevoy is a REAL songwriter. No more need be said.   ,positive,5,0,2022-02-18 21:56:20+00:00,-0.296,0.167,0.833,0,Negative
1342,Cheers - South Anne St - feels like a classic @eleanormcevoy  @RTE ://t.co/Td6NZbE1fl,neutral,44,3,2022-02-18 21:55:18+00:00,0.6808,0,0.682,0.318,Positive
1343,Leona Maguire followed by Eleanor McEvoy-  showing all of the class acts tonight 👏🏻👏🏻👏🏻,positive,7,0,2022-02-18 21:55:01+00:00,0,0,1,0,Neutral
1344,"I think @eleanormcevoy has such fabulous, real talent. I’m thoroughly enjoying her performance on the  tonight. ://t.co/5Udc3pmv66",positive,22,2,2022-02-18 21:54:00+00:00,0.8718,0,0.603,0.397,Positive
1345,Great to see Leona Maguire on the show. What she has achieved in such a short space of time as a pro golfer is amazing. She is a credit to her family and her country. What a future she has 👏👏👏👍 ,positive,4,0,2022-02-18 21:53:55+00:00,0.8885,0,0.814,0.186,Positive
1346,"Ryan Tubridy is so rude and patronising, making this amazing talented woman, Leona Maguire feel bad for winning half of what he earns a year!!!!   
 ",negative,49,4,2022-02-18 21:52:19+00:00,0.7186,0.177,0.527,0.296,Positive
1347,Leona Maguire...what a great ambassador for Ireland..for golf.. for sport...,positive,47,3,2022-02-18 21:50:33+00:00,0.6249,0,0.687,0.313,Positive
1348,Niall got quite sick. He listened to his latest album.  ,negative,3,0,2022-02-18 21:49:16+00:00,-0.5563,0.246,0.754,0,Negative
1349,"$225,000 - that’s loose change to Tubs! ",neutral,1,0,2022-02-18 21:48:58+00:00,-0.3802,0.27,0.73,0,Negative
1350,Our Irish Athletes can achieve on the world stage..' so true @leona_maguire @RTE...what a great role model for any young athlete whatever the sport 💚 ,positive,16,0,2022-02-18 21:48:37+00:00,0.9172,0,0.668,0.332,Positive
1351,"When sportspeople like Leona give a nice interview it can hide the amazing grit, determination and talent behind the smile. She is a brilliant golfer!!!   ",positive,14,1,2022-02-18 21:48:29+00:00,0.9642,0.04,0.447,0.513,Positive
1352,"So natural, modest and oh so super talented  @leona_maguire @RTE   golf ://t.co/Cby9i6KFWg",positive,20,2,2022-02-18 21:47:00+00:00,0.9074,0,0.492,0.508,Positive
1353,I can't believe StormEunice isn't a guest on the  tonight. The MSM is totally ignoring her side of the story. ,negative,11,2,2022-02-18 21:46:17+00:00,-0.4576,0.125,0.875,0,Negative
1354,"Jasus she sounds like katie Taylor voice goes through my head
",negative,7,0,2022-02-18 21:46:05+00:00,0.3612,0,0.815,0.185,Positive
1355, never heard anybody say somebody was UP in Cork before RTE,negative,0,0,2022-02-18 21:46:02+00:00,0,0,1,0,Neutral
1356,Cavan people are only watching the live coverage of Leona winning now  😂  ,neutral,3,0,2022-02-18 21:43:05+00:00,0.743,0.076,0.637,0.287,Positive
1357,"All you need to know about the talented Cavan woman 

://t.co/XOIhbel73y",neutral,0,0,2022-02-18 21:42:53+00:00,0.5106,0,0.769,0.231,Positive
1358,Switch over from opening night of the LOI to see the wonderful smiley @leona_maguire on the  her year is only getting started too.,positive,2,0,2022-02-18 21:42:50+00:00,0.7506,0,0.775,0.225,Positive
1359,Leona is the Katie Taylor of golf.  ,positive,10,1,2022-02-18 21:41:50+00:00,0,0,1,0,Neutral
1360,"With Niall Horan pulling out, you just know rte will dust off Dermot Bannon and roll him out for his 839th late late show appearance  ",neutral,21,0,2022-02-18 21:40:09+00:00,0,0,1,0,Neutral
1361,@adelegranby @MarianKeyes ://t.co/nyfriZYPaA and click on Live MarianKeyes ,neutral,0,0,2022-02-18 21:39:04+00:00,0,0,1,0,Neutral
1362,"Ryan has had an RTE free wine pre show 👀😂   

PS I’m not there 🤷🏻‍♂️ ://t.co/pVYslRcB24",neutral,0,0,2022-02-18 21:38:27+00:00,0.7351,0.056,0.735,0.209,Positive
1363,"Received 4 texts from 4 pals telling me @MarianKeyes is on the  . I think my adoration of Marian is quite clear. Tea poured, chocolate ready 🫖🍫",positive,8,0,2022-02-18 21:34:35+00:00,0.8516,0,0.744,0.256,Positive
1364,"Niall Horan will appear on the Late Late Show tonight, but he had a tough time getting there. 

RTE  

://t.co/6Ke6tG5bgP",neutral,0,0,2022-02-18 21:30:00+00:00,-0.1901,0.08,0.92,0,Negative
1365,"Niall Horan had a tough time getting to tonight's Late Late Show. 

RTE  

://t.co/cPblgmxkVU",neutral,0,0,2022-02-18 21:10:00+00:00,-0.128,0.097,0.903,0,Negative
1366,"Niall was forced to pull out of tonight's show at the last minute  

://t.co/u62jKpD5Wa",neutral,1,0,2022-02-18 19:36:57+00:00,-0.4588,0.176,0.824,0,Negative
1367,Have the pinot and keoghs crinkly cut cheese and onion crisps ready and all set to watch the sister/sister in law tonight on @rte Southannestreet  🎸🙌 ://t.co/uL4CWL2Ac1,positive,1,0,2022-02-18 19:35:26+00:00,0.1027,0.064,0.859,0.077,Positive
1368,Will the obedient serfs be wearing their masks on the  tonight?,negative,1,0,2022-02-18 19:26:49+00:00,0,0,1,0,Neutral
1369,"Been a little while since we have @steveaoki on Never Mind The Buzzcocks, but he's still a lovely chap!  ://t.co/qpKnWM74d7",positive,1,0,2022-02-18 18:31:37+00:00,0.7574,0,0.785,0.215,Positive
1370,"Acclaimed Irish author Marian Keyes is set to appear on tonight's Late Late Show where she'll chat to Ryan about her extraordinary career to date.

RTE  

://t.co/ym7DN14e5h",positive,0,0,2022-02-18 18:30:00+00:00,0,0,1,0,Neutral
1371,@ I loved that James' mom just walked out of the room during the tan. She was like 'NOPE!' LOL she's so sweet and so me. ,positive,2,0,2022-02-18 17:55:12+00:00,0.797,0.08,0.641,0.278,Positive
1372,"Niall Horan went through a hard time to make his way to Dublin for tonight's Late Late Show. 

@RTE

RTE  

://t.co/6Ke6tFNzSf",neutral,0,0,2022-02-18 17:15:00+00:00,-0.1027,0.062,0.938,0,Negative
1373,These segments are the only Superbowl coverage I watch lol. I love anything with James' family. I miss his sisters but I adore James' parents. They're the sweetest and funniest! Congrats on ur wedding anniversary!  @,positive,0,0,2022-02-18 16:13:25+00:00,0.9647,0.025,0.599,0.376,Positive
1374,I hear that Qatar Airways pilot will be joining Ryan tonight on the ,neutral,0,0,2022-02-18 15:37:35+00:00,0,0,1,0,Neutral
1375,"Acclaimed Irish author Marian Keyes is set to appear on tonight's Late Late Show where she'll chat to Ryan about her extraordinary career to date.

RTE 

://t.co/ym7DN14e5h",positive,4,0,2022-02-18 13:50:00+00:00,0,0,1,0,Neutral
1376,"The singer is due to join Ryan virtually from LA to pay tribute to golfing sensation Leona McGuire who is part of his sports agency, Modest Golf.

@RTE

RTE  

://t.co/qYiFW1UUr6",positive,0,0,2022-02-18 11:00:03+00:00,0.2023,0.043,0.89,0.067,Positive
1377,@Trickstersworld Still wouldn't watch it  ://t.co/wa3qftzzpT,negative,1,0,2022-02-18 10:38:28+00:00,0,0,1,0,Neutral
1378,The late Late is really good tonight ,positive,0,0,2022-02-25 23:21:29+00:00,0.4927,0,0.687,0.313,Positive
1379,"I admire this woman who was a Foster carer for 100 children,  there are lots of children in need of Foster care ://t.co/9x6qrLk8f9   ://t.co/4ppwf6aHKk",positive,34,3,2022-02-25 23:05:33+00:00,0.743,0,0.792,0.208,Positive
