,text,polarity,favourite_count,retweet_count,created_at
1309,Petition to rename the #latelate to Ryan Tubridy &amp; Friends it’s seems only his pals are on it these days #latelateshow,neutral,6,0,2022-02-18 22:18:35+00:00
1310,"MK? You would?
#latelate #latelateshow",neutral,0,0,2022-02-18 22:17:28+00:00
1311,"Obsessed with Marian Keyes, she a living legend 😍🥰 #LateLateShow",positive,3,0,2022-02-18 22:17:14+00:00
1312,"#latelate #LateLateShow

Marian: ""Sorry to bring the mood down
Ryan: https://t.co/701aa0Ysfs",neutral,2,1,2022-02-18 22:16:57+00:00
1313,"How about some air time to raise awareness of the Noah Donohue case!

A child murdered in Belfast yet the story is ignored by the main stream media!
#latelate 
#latelateshow
#NoahDonohoe",neutral,80,36,2022-02-18 22:16:48+00:00
1314,"Tubs can't interview her like Tommy Tiernan did
#latelate #latelateshow",negative,1,0,2022-02-18 22:16:29+00:00
1315,Love this woman so much. We’re all so lucky to have her! #mariankeyes #latelateshow https://t.co/uMOC9VNN9D,positive,31,1,2022-02-18 22:15:53+00:00
1316,Night night 😴!! this ‘surprise’ Marian Keyes tribute is beyond cringe 🙈 #LateLateShow,negative,11,0,2022-02-18 22:15:25+00:00
1317,I want what Marian Keyes is having. #LateLateShow,positive,0,0,2022-02-18 22:15:24+00:00
1318,#LateLateShow if everyone didn’t pay the tv license for 2022 we could end this shite circle jerk,negative,7,0,2022-02-18 22:14:57+00:00
1319,This is like pulling teeth Omg #LateLateShow,negative,3,0,2022-02-18 22:10:42+00:00
1320,"30 million books sold  and she is wearing a Dress for a 50 euro bet.
#latelate
#latelateshow",negative,3,0,2022-02-18 22:10:26+00:00
1321,This is just lovely ❤️  #latelate #latelateshow,positive,5,0,2022-02-18 22:10:21+00:00
1322,"I could listen to Marian Keyes talking for hours 😍😍
#LateLate #LateLateShow",positive,31,1,2022-02-18 22:10:15+00:00
1323,"This one's ""kookie"" schtick gets tiresome after five minutes. #latelateshow #latelate",negative,7,0,2022-02-18 22:10:14+00:00
1324,"Lads, is Marian Keyes alright at all there?? #LateLateShow 🤣🤣",negative,1,0,2022-02-18 22:09:13+00:00
1325,@MarianKeyes you can't be 58 you look 40 #LateLate #LateLateShow,positive,2,0,2022-02-18 22:08:35+00:00
1326,"The Aldi version of This is your life with Marian Keys presented by Tubs😂😂
#LateLateShow https://t.co/mRyObPrn7m",negative,7,1,2022-02-18 22:07:27+00:00
1327,Oh my friends are here… what a surprise…..  #LateLateShow,negative,0,0,2022-02-18 22:07:10+00:00
1328,So excited to see @MarianKeyes on the #LateLateShow,positive,1,0,2022-02-18 22:06:57+00:00
1329,"People, I am really worried.  I think I should check Joe Duffy's favourite website, https://t.co/MHms2RZjd1, just to see.  Dermot Bannon is not on the #latelateshow",negative,0,0,2022-02-18 22:06:15+00:00
1330,"Growing up in #Monkstown with the Keyes family as our neighbours, I’m already giggling &amp; looking forward to @MarianKeyes on the @RTELateLateShow. She is just fab

#latelateshow 
#latelate",positive,4,0,2022-02-18 22:01:12+00:00
1331,How can Ryan Tubridy go through a whole interview with @leona_maguire without spending one second discussing her unbelievable performance (4.5 points out of 5) @TheSolheimCup ??? 🙄 @RTELateLateShow #latelate #latelateshow #golf,negative,12,0,2022-02-18 21:59:46+00:00
1332,Always liked @eleanormcevoy and that’s a gorgeous song.Eleanor looks the same as when. I saw her in the Olympia many many years ago #latelate #latelateshow,positive,5,0,2022-02-18 21:59:04+00:00
1333,You’d pay the licence fee just to listen to @eleanormcevoy #latelateshow 😍,positive,10,0,2022-02-18 21:58:31+00:00
1334,"If you enjoyed that Leona Maguire interview, I would highly recommend listening to this in-depth interview that she did on the @NoLayingUp podcast, where Leona talks about her Solheim Cup win and her unique path to the LPGA Tour. #LateLate #LateLateShow https://t.co/TztGotKY8I",positive,5,0,2022-02-18 21:58:14+00:00
1335,Does rte employ the singers from a womans heart ffs they have been stealing a living for nearly 30years #LateLateShow,negative,1,0,2022-02-18 21:57:19+00:00
1336,🏌🏻‍♀️”It’s been a team game!” says @Leona_Maguire on The #LateLateShow describing her family’s support over the years that helped propel her towards the world class athlete and incredibly positive &amp; humble role model she has become. Leona has made Cavan and Irish people very proud. https://t.co/vuSXZggAvi,positive,89,6,2022-02-18 21:57:17+00:00
1337,Leona Maguire didn’t want to know the score or see an LPGA Drive On leaderboard. She just wanted to focus on what she could control. A lesson there for everyone!! #LateLateShow #CantSeeCantBe,positive,17,2,2022-02-18 21:56:55+00:00
1338,Is Eleanor McEvoy very very small or is that a really big guitar? 🤔#LateLateShow,neutral,2,0,2022-02-18 21:56:47+00:00
1339,I’d imagine this would make great background music at a dinner party #latelate #latelateshow,positive,0,0,2022-02-18 21:56:25+00:00
1340,Is that Tim Wheeler #ash playing piano accordion behind Eleanor McEvoy?  #LateLateShow,neutral,0,0,2022-02-18 21:56:24+00:00
1341,@eleanormcevoy is a REAL songwriter. No more need be said.  #LateLateShow #latelate,positive,5,0,2022-02-18 21:56:20+00:00
1342,Cheers - South Anne St - feels like a classic @eleanormcevoy #latelateshow @RTELateLateShow https://t.co/Td6NZbE1fl,neutral,44,3,2022-02-18 21:55:18+00:00
1343,Leona Maguire followed by Eleanor McEvoy- #LateLateShow showing all of the class acts tonight 👏🏻👏🏻👏🏻,positive,7,0,2022-02-18 21:55:01+00:00
1344,"I think @eleanormcevoy has such fabulous, real talent. I’m thoroughly enjoying her performance on the #LateLateShow tonight. https://t.co/5Udc3pmv66",positive,22,2,2022-02-18 21:54:00+00:00
1345,Great to see Leona Maguire on the show. What she has achieved in such a short space of time as a pro golfer is amazing. She is a credit to her family and her country. What a future she has 👏👏👏👍 #LateLateShow,positive,4,0,2022-02-18 21:53:55+00:00
1346,"Ryan Tubridy is so rude and patronising, making this amazing talented woman, Leona Maguire feel bad for winning half of what he earns a year!!!!  #latelate 
 #LateLateShow",negative,49,4,2022-02-18 21:52:19+00:00
1347,Leona Maguire...what a great ambassador for Ireland..for golf.. for sport...#LateLateShow,positive,47,3,2022-02-18 21:50:33+00:00
1348,Niall got quite sick. He listened to his latest album. #latelate #latelateshow,negative,3,0,2022-02-18 21:49:16+00:00
1349,"$225,000 - that’s loose change to Tubs! #LateLateShow",neutral,1,0,2022-02-18 21:48:58+00:00
1350,'Our Irish Athletes can achieve on the world stage..' so true @leona_maguire @RTELateLateShow...what a great role model for any young athlete whatever the sport 💚 #latelateshow,positive,16,0,2022-02-18 21:48:37+00:00
1351,"When sportspeople like Leona give a nice interview it can hide the amazing grit, determination and talent behind the smile. She is a brilliant golfer!!!  #LateLate #latelateshow",positive,14,1,2022-02-18 21:48:29+00:00
1352,"So natural, modest and oh so super talented  @leona_maguire @RTELateLateShow #latelate #latelateshow #golf https://t.co/Cby9i6KFWg",positive,20,2,2022-02-18 21:47:00+00:00
1353,I can't believe #StormEunice isn't a guest on the #latelateshow tonight. The MSM is totally ignoring her side of the story. #latelate,negative,11,2,2022-02-18 21:46:17+00:00
1354,"Jasus she sounds like katie Taylor voice goes through my head
#LateLateShow",negative,7,0,2022-02-18 21:46:05+00:00
1355,#latelateshow never heard anybody say somebody was UP in Cork before #RTE,negative,0,0,2022-02-18 21:46:02+00:00
1356,Cavan people are only watching the live coverage of Leona winning now  😂 #latelateshow #latelate,neutral,3,0,2022-02-18 21:43:05+00:00
1357,"All you need to know about the talented Cavan woman #LateLateShow

https://t.co/XOIhbel73y",neutral,0,0,2022-02-18 21:42:53+00:00
1358,Switch over from opening night of the LOI to see the wonderful smiley @leona_maguire on the #LateLateShow her year is only getting started too.,positive,2,0,2022-02-18 21:42:50+00:00
1359,Leona is the Katie Taylor of golf. #latelateshow #LateLate,positive,10,1,2022-02-18 21:41:50+00:00
1360,"With Niall Horan pulling out, you just know rte will dust off Dermot Bannon and roll him out for his 839th late late show appearance #latelate #LateLateShow",neutral,21,0,2022-02-18 21:40:09+00:00
1361,@adelegranby @MarianKeyes https://t.co/nyfriZYPaA and click on Live #MarianKeyes #LateLateShow,neutral,0,0,2022-02-18 21:39:04+00:00
1362,"Ryan has had an RTE free wine pre show 👀😂  #LateLateShow 

PS I’m not there 🤷🏻‍♂️ https://t.co/pVYslRcB24",neutral,0,0,2022-02-18 21:38:27+00:00
1363,"Received 4 texts from 4 pals telling me @MarianKeyes is on the #LateLateShow . I think my adoration of Marian is quite clear. Tea poured, chocolate ready 🫖🍫",positive,8,0,2022-02-18 21:34:35+00:00
1364,"Niall Horan will appear on the Late Late Show tonight, but he had a tough time getting there. 

#RTE #LateLateShow 

https://t.co/6Ke6tG5bgP",neutral,0,0,2022-02-18 21:30:00+00:00
1365,"Niall Horan had a tough time getting to tonight's Late Late Show. 

#RTE #LateLateShow 

https://t.co/cPblgmxkVU",neutral,0,0,2022-02-18 21:10:00+00:00
1366,"Niall was forced to pull out of tonight's show at the last minute #LateLateShow 

https://t.co/u62jKpD5Wa",neutral,1,0,2022-02-18 19:36:57+00:00
1367,Have the pinot and keoghs crinkly cut cheese and onion crisps ready and all set to watch the sister/sister in law tonight on @rteLateLate #Southannestreet #LateLateShow 🎸🙌 https://t.co/uL4CWL2Ac1,positive,1,0,2022-02-18 19:35:26+00:00
1368,Will the obedient serfs be wearing their masks on the #LateLateShow tonight?,negative,1,0,2022-02-18 19:26:49+00:00
1369,"Been a little while since we have @steveaoki on Never Mind The Buzzcocks, but he's still a lovely chap! #LateLateShow https://t.co/qpKnWM74d7",positive,1,0,2022-02-18 18:31:37+00:00
1370,"Acclaimed Irish author Marian Keyes is set to appear on tonight's Late Late Show where she'll chat to Ryan about her extraordinary career to date.

#RTE #LateLateShow 

https://t.co/ym7DN14e5h",positive,0,0,2022-02-18 18:30:00+00:00
1371,@latelateshow I loved that James' mom just walked out of the room during the tan. She was like 'NOPE!' LOL she's so sweet and so me. #LateLateShow,positive,2,0,2022-02-18 17:55:12+00:00
1372,"Niall Horan went through a hard time to make his way to Dublin for tonight's Late Late Show. 

@RTELateLateShow

#RTE #LateLateShow 

https://t.co/6Ke6tFNzSf",neutral,0,0,2022-02-18 17:15:00+00:00
1373,These segments are the only Superbowl coverage I watch lol. I love anything with James' family. I miss his sisters but I adore James' parents. They're the sweetest and funniest! Congrats on ur wedding anniversary! #LateLateShow @latelateshow,positive,0,0,2022-02-18 16:13:25+00:00
1374,I hear that Qatar Airways pilot will be joining Ryan tonight on the #LateLateShow,neutral,0,0,2022-02-18 15:37:35+00:00
1375,"Acclaimed Irish author Marian Keyes is set to appear on tonight's Late Late Show where she'll chat to Ryan about her extraordinary career to date.

#RTE #LateLateShow

https://t.co/ym7DN14e5h",positive,4,0,2022-02-18 13:50:00+00:00
1376,"The singer is due to join Ryan virtually from LA to pay tribute to golfing sensation Leona McGuire who is part of his sports agency, Modest Golf.

@RTELateLateShow

#RTE #LateLateShow 

https://t.co/qYiFW1UUr6",positive,0,0,2022-02-18 11:00:03+00:00
1377,@Trickstersworld Still wouldn't watch it #LateLateShow https://t.co/wa3qftzzpT,negative,1,0,2022-02-18 10:38:28+00:00
1378,The late Late is really good tonight #LateLateShow,positive,0,0,2022-02-25 23:21:29+00:00
1379,"I admire this woman who was a #Foster carer for 100 children,  there are lots of children in need of Foster care https://t.co/9x6qrLk8f9 #latelate #LateLateShow https://t.co/4ppwf6aHKk",positive,34,3,2022-02-25 23:05:33+00:00
1380,Missed the name of the young man on #LateLateShow talking about his experience of foster care- but wasn’t he just fantastic! @tusla,positive,21,2,2022-02-25 23:03:51+00:00
1381,Patrick Kielty. What a wonderful man he is. So refreshing to hear him speak. #LateLateShow,positive,5,0,2022-02-25 22:59:24+00:00
1382,"Oh ffs...they allowed homeless people to sit in the centre of the restaurant??? Craaaazzzy...

#LateLateShow #LateLateShow",negative,0,0,2022-02-25 22:58:30+00:00
1383,"Jesus listen to the middle class mask slip on fostering...if they present bad at the restaurant...fucks sake #LateLateShow  This is an ad for Tusla and a bad one.
#SocialIncusion lessons to be learned!",negative,8,0,2022-02-25 22:56:42+00:00
1384,This woman is absolutely amazing #latelate #latelateshow,positive,7,1,2022-02-25 22:55:17+00:00
1385,"Angel on earth... Teresa ❤️

#LateLateShow",positive,6,0,2022-02-25 22:54:58+00:00
1386,"Having worked in a children's hospital, I've looked after children for MONTHS, not because they were sick, because they are awaiting foster care, which is not available. This woman is incredible. #LateLateShow",positive,1,0,2022-02-25 22:54:41+00:00
1387,Can we trade Tubs to Russia for nothing in return?? #latelate #latelateshow,negative,3,1,2022-02-25 22:52:48+00:00
1388,"And now he's on the #LateLateShow too, sounding great",positive,1,0,2022-02-25 22:52:42+00:00
1389,Sometimes the Real  stars are the most ordinary of folk #fostering #latelate #latelateshow,positive,7,1,2022-02-25 22:52:33+00:00
1390,"Imagine welcoming a teenager into your home on purpose! 😲
#LateLateShow #LateLate",positive,6,0,2022-02-25 22:49:44+00:00
1391,@frillyflossy I was expecting a guest or item on it but to not even acknowledge the biggest event happening in the world right now is poor judgement #LateLateShow #Ukraine,negative,4,0,2022-02-25 22:47:06+00:00
1392,"Absolutely love @PatricKielty he's hilarious.He's also a great radio presenter.I tuned into a BBC radio station on the way home (over the border, just!) from a trip up north.I didn't wanns get out of the car.He's got such a soothing voice &amp; is such a hoot!#LateLateShow",positive,0,0,2022-02-25 22:46:14+00:00
1393,"#latelate Lose the hugging Tubridy. It's ridiculous, Covid or no Covid! #LateLateShow",negative,1,0,2022-02-25 22:43:34+00:00
1394,Can't be arsed with #LateLateShow tonight. Not in the mood.,negative,23,0,2022-02-25 22:42:48+00:00
1395,Watching #LateLateShow and wondering to myself do Backing Singers have to learn those moves or do they do them instinctively as seems like they haven’t really changed much regardless of song being sung for decades possibly centuries https://t.co/TpLDdu4Zqe,neutral,1,0,2022-02-25 22:39:57+00:00
1396,Ah there's @dcullenmusic sounding absolutely brilliant on @RTELateLateShow! #latelate #LateLateShow https://t.co/Zm3lA1IWB9,positive,40,5,2022-02-25 22:38:30+00:00
1397,He bravely opened up #latelate #latelateshow https://t.co/iW0knjmNvT,positive,3,0,2022-02-25 22:36:33+00:00
1398,Big shades of Paddy McAloon. #latelate #latelateshow,neutral,1,0,2022-02-25 22:36:20+00:00
